Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
13.220.8,False,False,True,36012,,Asian Art,1913.0,Hanging scroll,明 佚名 人物山水  軸|Scholar Admiring Autumn Scenery,China,Ming dynasty (1368–1644),,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,late 15th–early 16th century,1467,1533,Hanging scroll; ink and color on silk,Image: 88 1/4 x 48 in. (224.2 x 121.9 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36012,https://www.wikidata.org/wiki/Q79000061,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163
13.220.15,False,False,True,36013,,Asian Art,1913.0,Hanging scroll,明   傳仇英   文玉圖	軸圖  軸|Lady in a Bamboo Grove,China,Ming dynasty (1368–1644),,,,1179,Artist,Attributed to,Qiu Ying,"Chinese, ca. 1495–1552", ,Qiu Ying,Chinese,1485      ,1562      ,,http://vocab.getty.edu/page/ulan/500324495,https://www.wikidata.org/wiki/Q769372,,1495,1552,Hanging scroll; ink and color on silk,"Image: 49 × 17 1/2 in. (124.5 × 44.5 cm)
Overall with mounting: 9 ft. 5 1/8 in. × 25 3/8 in. (287.3 × 64.5 cm)
Overall with knobs: 9 ft. 5 1/8 in. × 29 1/2 in. (287.3 × 74.9 cm)","John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36013,https://www.wikidata.org/wiki/Q78999908,,"Metropolitan Museum of Art, New York, NY",Women|Bamboo,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300311500,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q670887
13.220.30,False,False,True,36014,,Asian Art,1913.0,Hanging scroll,清 山水圖  軸|Landscape,China,Qing dynasty (1644–1911),,,,1204,Artist,Attributed to,Zhao Zuo,"Chinese, ca. 1570–after 1630", ,Zhao Zuo,Chinese,1560      ,1630      ,,http://vocab.getty.edu/page/ulan/500125737,https://www.wikidata.org/wiki/Q3575402,,1630,1644,Hanging scroll; ink on silk,58 1/4 x 26 1/8 in. (148 x 66.4 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36014,https://www.wikidata.org/wiki/Q78999707,,"Metropolitan Museum of Art, New York, NY",Mountains|Landscapes,http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163
13.220.31,False,False,True,36015,,Asian Art,1913.0,Hanging scroll,清   陳書   白鸚鵡圖   軸|Cockatoo,China,Qing dynasty (1644–1911),,,,1214,Artist, ,Chen Shu,"Chinese, 1660–1736", ,Chen Shu,Chinese,1660      ,1736      ,,,https://www.wikidata.org/wiki/Q2962602,dated 1721,1721,1721,Hanging scroll; ink and color on paper,37 1/16 x 17 3/16 in. (94.1 x 43.7 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36015,https://www.wikidata.org/wiki/Q78999551,,"Metropolitan Museum of Art, New York, NY",Birds,http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5113
13.220.35,False,False,True,36016,,Asian Art,1913.0,Hanging scroll,,China,Qing dynasty (1644–1911),,,,1170,Artist,Attributed to,Yun Shouping,"Chinese, 1633–1690", ,YUN SHOUPING,Chinese,1633      ,1690      ,,http://vocab.getty.edu/page/ulan/500328444,https://www.wikidata.org/wiki/Q1329823,,1644,1690,Hanging scroll; ink on paper,38 7/8  x 13 1/8 in. (98.7 x 33.3 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36016,https://www.wikidata.org/wiki/Q78999365,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163
13.220.36,False,False,True,36017,,Asian Art,1913.0,Hanging scroll,清    湯貽汾    山水圖    軸|Landscape,China,Qing dynasty (1644–1911),,,,1217,Artist, ,Tang Yifen,"Chinese, 1778–1853", ,Tang Yifen,Chinese,1778      ,1853      ,,,https://www.wikidata.org/wiki/Q6129315,dated 1845,1845,1845,Hanging scroll; ink on paper,"Image: 46 x 10 3/4 in. (116.8 x 27.3 cm)
Overall with mounting: 97 1/2 x 17 1/2 in. (247.7 x 44.5 cm)
Overall with knobs: 97 1/2 x 20 1/8 in. (247.7 x 51.1 cm)","John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36017,https://www.wikidata.org/wiki/Q78999209,,"Metropolitan Museum of Art, New York, NY",Mountains|Landscapes,http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163
"13.220.37a, b",False,False,True,36018,,Asian Art,1913.0,Handscroll,清   佚名   倣石濤   十六羅漢圖   卷|(Copy after) The Sixteen Luohans,China,Qing dynasty (1644–1911),,,,1168,Artist,In the Style of,Shitao (Zhu Ruoji),"Chinese, 1642–1707", ,Shitao (Zhu Ruoji),Chinese,1642      ,1707      ,,http://vocab.getty.edu/page/ulan/500125620,https://www.wikidata.org/wiki/Q469439,19th–early 20th century,1800,1913,Handscroll; ink on paper,19 5/8 in. × 20 ft. 9 3/4 in. (49.8 × 634.4 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36018,https://www.wikidata.org/wiki/Q78999044,,"Metropolitan Museum of Art, New York, NY",Men|Buddhism,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300073738,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q748
13.220.98,False,False,True,36019,,Asian Art,1913.0,Handscroll,明   佚名   傳文伯仁   山水圖   卷|Landscape,China,Ming (1368–1644)–Qing (1644–1911) dynasty,,,,1201,Artist,In the Style of,Wen Boren,"Chinese, 1502–1575", ,Wen Boren,Chinese,1502      ,1575      ,,http://vocab.getty.edu/page/ulan/500332736,https://www.wikidata.org/wiki/Q3567211,dated 1558,1558,1558,Handscroll; ink and color on paper,"Image: 7 1/16 × 48 1/2 in. (17.9 × 123.2 cm)
Overall with mounting: 9 9/16 in. × 10 ft. 11 1/2 in. (24.3 × 334 cm)","John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36019,https://www.wikidata.org/wiki/Q78998886,,"Metropolitan Museum of Art, New York, NY",Mountains|Landscapes,http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163
13.220.99b,False,False,True,36020,,Asian Art,1913.0,Album leaf,明/清   佚名   傳馬麟   石榴白鳥圖   冊頁	|Pomegranates after Ma Lin,China,Ming (1368–1644)–Qing (1644–1911) dynasty,,,,116383750,Artist|Artist,In the Style of| ,Ma Lin|Unidentified artist,"Chinese, ca. 1180– after 1256| ", | ,MA LIN|Unidentified artist,Chinese| ,1180      |          ,1256      |          ,|,|,https://www.wikidata.org/wiki/Q637407|,,1368,1911,Album leaf; ink and color on silk,10 3/4 x 10 3/4 in. (27.3 x 27.3 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36020,https://www.wikidata.org/wiki/Q78998681,,"Metropolitan Museum of Art, New York, NY",Birds|Pomegranates,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300379961,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q13222088
13.220.104,False,False,True,36021,,Asian Art,1913.0,Hanging scroll,明?   佚名   舊傳貫休   羅漢圖   軸|Luohan,China,Ming dynasty (1368–1644),,,,1565,Artist,Formerly attributed to,Guanxiu,"Chinese, active ca. 940", ,Guanxiu,Chinese,0930      ,0950      ,,http://vocab.getty.edu/page/ulan/500125756,https://www.wikidata.org/wiki/Q3118758,15th century?,1400,1499,Hanging scroll; ink and color on silk,"Image: 46 3/8 × 18 1/2 in. (117.8 × 47 cm)
Overall with mounting: 83 × 24 1/2 in. (210.8 × 62.2 cm)
Overall with knobs: 83 × 28 1/4 in. (210.8 × 71.8 cm)","John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36021,https://www.wikidata.org/wiki/Q78998507,,"Metropolitan Museum of Art, New York, NY",Men|Buddhism,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300073738,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q748
13.220.111,False,False,True,36022,,Asian Art,1913.0,Hanging scroll,明  顧懿德  倣王蒙玩月圖  軸|Enjoying the Moon: Landscape in the Manner of Wang Meng,China,Ming dynasty (1368–1644),,,,1204,Artist, ,Gu Yide,active ca. 1620–1630, ,Gu Yide,Chinese,1620      ,1630      ,,,,dated 1628,1368,1644,Hanging scroll; ink and color on paper,"Image: 61 x 18 1/4 in. (154.9 x 46.4 cm)
Overall with mounting: 123 3/4 x 26 3/4 in. (314.3 x 67.9 cm)
Overall with knobs: 123 3/4 x 31 in. (314.3 x 78.7 cm)","John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36022,https://www.wikidata.org/wiki/Q78998339,,"Metropolitan Museum of Art, New York, NY",Mountains|Landscapes,http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163
13.220.115,False,False,True,36023,,Asian Art,1913.0,Hanging scroll,明  傳張路  溪畔漁家圖  軸|Fisherman and family,China,Ming dynasty (1368–1644),,,,1179,Artist,Attributed to,Zhang Lu,"Chinese, ca. 1490–ca. 1563", ,Zhang Lu,Chinese,1490      ,1563      ,,http://vocab.getty.edu/page/ulan/500125725,https://www.wikidata.org/wiki/Q3575370,16th century,1500,1563,Hanging scroll; ink and color on silk,43 3/8 x 31 7/8 in. (110.2 x 81.0 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36023,https://www.wikidata.org/wiki/Q78998185,,"Metropolitan Museum of Art, New York, NY",Men|Women|Fishing|Boats,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300239470|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q14373|https://www.wikidata.org/wiki/Q35872
13.220.116,False,False,True,36024,,Asian Art,1913.0,Hanging scroll,明   居節   石泉圖   軸|Recluse gazing at a waterfall,China,Ming dynasty (1368–1644),,,,1202,Artist, ,Ju Jie,"Chinese, active ca. 1531–1585", ,Ju Jie,Chinese,1531      ,1585      ,,,,1559,1559,1559,Hanging scroll; ink on paper,43 1/2 x 9 3/4 in. (110.5 x 24.8 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36024,https://www.wikidata.org/wiki/Q78998035,,"Metropolitan Museum of Art, New York, NY",Waterfalls,http://vocab.getty.edu/page/aat/300008736,https://www.wikidata.org/wiki/Q34038
13.220.117,False,False,True,36025,,Asian Art,1913.0,Hanging scroll,清   佚名   倣吳歷   茂林草堂圖   軸|A Lodge in the Hills,China,Qing dynasty (1644–1911),,,,1170,Artist,In the Style of,Wu Li,"Chinese, 1632–1718", ,WU LI,Chinese,1632      ,1718      ,,http://vocab.getty.edu/page/ulan/500125706,https://www.wikidata.org/wiki/Q711873,spuriously dated 1703,1703,1703,Hanging scroll; ink on paper,39 5/8 x 19 in. (100.6 x 48.3 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36025,https://www.wikidata.org/wiki/Q78997893,,"Metropolitan Museum of Art, New York, NY",Landscapes|Hills,http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300008777,https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q54050
13.220.118,False,False,True,36026,,Asian Art,1913.0,Hanging scroll,清 佚名 傳王文治  蘭亭修禊圖 軸|Spring Ablutions at the Orchid Pavilion,China,Qing dynasty (1644–1911),,,,1264,Artist,After,Wang Wenzhi,"Chinese, 1730–1802", ,Wang Wenzhi,Chinese,1730      ,1802      ,,(not assigned),https://www.wikidata.org/wiki/Q52442379,,1644,1911,Hanging scroll; ink and color on silk,17 1/4 x 19 1/2 in. (43.8 x 49.5 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36026,https://www.wikidata.org/wiki/Q78997751,,"Metropolitan Museum of Art, New York, NY",Waterfalls|Landscapes|Streams,http://vocab.getty.edu/page/aat/300008736|http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300008699,https://www.wikidata.org/wiki/Q34038|https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q47521
13.220.123,False,False,True,36027,,Asian Art,1913.0,Hanging scroll,清  張庚  倣王蒙山水圖  軸|Landscape After Wang Meng,China,Qing dynasty (1644–1911),,,,1215,Artist, ,Zhang Geng,"Chinese, 1685–1760", ,Zhang Geng,Chinese,1685      ,1760      ,,(not assigned),https://www.wikidata.org/wiki/Q3575353,dated 1759,1759,1759,Hanging scroll; ink and color on paper,49 x 15 31/32 in. (124.5 x 40.6 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36027,https://www.wikidata.org/wiki/Q78997628,,"Metropolitan Museum of Art, New York, NY",Mountains|Landscapes,http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163
14.76.4,False,False,True,36028,,Asian Art,1914.0,Hanging scroll,明   佚名   絹本設色   童子戯魚圖   軸|Children Playing,China,Ming dynasty (1368–1644),,,,3750,Artist, ,Unidentified, ,", (active 16th–17th century)",Unidentified, ,          ,          ,,,,16th–17th century,1500,1699,Hanging scroll; ink and color on silk,Image: 37 1/2 x 25 1/4 in. (95.3 x 64.1 cm),"Charles Stewart Smith Collection, Gift of Mrs. Charles Stewart Smith, Charles Stewart Smith Jr., and Howard Caswell Smith, in memory of Charles Stewart Smith, 1914",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36028,,,"Metropolitan Museum of Art, New York, NY",,,
16.151,False,False,True,36030,,Asian Art,1916.0,Hanging scroll,明   沈碩   仿仇英文玉圖   軸|Lady in a Bamboo Grove after Qiu Ying,China,Ming dynasty (1368–1644),,,,1968,Artist, ,Shen Shuo,"Chinese, active 16th–17th century", ,Shen Shuo,Chinese,1500      ,1600      ,,(not assigned),https://www.wikidata.org/wiki/Q45429570,,1544,1644,Hanging scroll; ink and color on silk,"Image: 46 1/2 × 19 1/2 in. (118.1 × 49.5 cm)
Overall with mounting: 9 ft. 4 in. × 27 5/8 in. (284.5 × 70.2 cm)
Overall with knobs: 9 ft. 4 in. × 31 3/4 in. (284.5 × 80.6 cm)","Gift of John C. Ferguson, 1916",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36030,https://www.wikidata.org/wiki/Q78997504,,"Metropolitan Museum of Art, New York, NY",Women|Bamboo,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300311500,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q670887
18.124.2,False,False,True,36032,,Asian Art,1918.0,Handscroll,,China,Ming dynasty (1368–1644) (?),,,,375021157,Artist|Artist, |Formerly Attributed to,Unidentified artist|Li Gonglin," |Chinese, ca. 1041–1106", | ,Unidentified artist|Li Gonglin, |Chinese,          |1041      ,          |1106      ,|,|http://vocab.getty.edu/page/ulan/500332980,|https://www.wikidata.org/wiki/Q716389,,1368,1644,Handscroll; ink on silk,13 3/8 × 85 in. (34 × 215.9 cm),"Rogers Fund, 1918",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36032,https://www.wikidata.org/wiki/Q78997344,,"Metropolitan Museum of Art, New York, NY",,,
18.124.4,False,False,True,36033,,Asian Art,1918.0,Handscroll,宋/元   佚名   百牛圖   卷|One hundred water buffalo,China,Southern Song (1127–1279) or Yuan (1271–1368) dynasty,,,,375021709,Artist|Artist, |Formerly Attributed to,Unidentified artist|Jiangcan," |Chinese, active ca. 1200","Chinese, 13th century| ",Unidentified artist|Jiangcan, |Chinese,          |1190      ,          |1210      ,|,|,|,13th century,1200,1299,Handscroll; ink on paper,12 1/2 x 87 5/16 in. (31.8 x 221.8 cm),"Rogers Fund, 1918",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36033,https://www.wikidata.org/wiki/Q78997166,,"Metropolitan Museum of Art, New York, NY",Buffalos|Landscapes,http://vocab.getty.edu/page/aat/300250108|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q82728|https://www.wikidata.org/wiki/Q191163
18.124.12,False,False,False,36034,,Asian Art,1918.0,Painting,明  佚名  婦女肖像 圖   鏡面|Portrait of a Lady,China,Ming dynasty (1368–1644),,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,late 16th–early 17th century,1567,1633,Framed painting; ink and color on silk,Framed: 61 5/8 × 33 1/2 in. (156.5 × 85.1 cm),"Rogers Fund, 1918",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36034,,,"Metropolitan Museum of Art, New York, NY",,,
19.165,False,False,True,36035,,Asian Art,1919.0,Handscroll,,China,Ming dynasty (1368–1644),,,,1157,Artist,Attributed to,Wen Tong,"Chinese, 1019–1079", ,Wen Tong,Chinese,1019      ,1079      ,,http://vocab.getty.edu/page/ulan/500328022,https://www.wikidata.org/wiki/Q1288620,16th century,1500,1599,Handscroll; ink and color on silk,Image: 22 x 101 in. (55.9 x 256.5 cm),"Rogers Fund, 1919",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36035,https://www.wikidata.org/wiki/Q78997019,,"Metropolitan Museum of Art, New York, NY",Landscapes|Mountains,http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300008795,https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q8502
22.92,False,False,True,36036,,Asian Art,1922.0,Framed scroll,,China,Qing dynasty (1644–1911),,,,1213,Artist,Attributed to,Jiang Tingxi,"Chinese, 1669–1732", ,Jiang Tingxi,Chinese,1669      ,1732      ,,http://vocab.getty.edu/page/ulan/500335133,https://www.wikidata.org/wiki/Q716959,dated 1724,1724,1724,Framed scroll; ink and color on silk,44 1/2 x 23 3/4 in. (113 x 60.3 cm),"Gift of Mrs. Anna Woerishoffer, 1922",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36036,https://www.wikidata.org/wiki/Q78996888,,"Metropolitan Museum of Art, New York, NY",Birds|Flowers,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q506
23.33.5,False,False,True,36037,,Asian Art,1923.0,Album leaf,南宋  佚名  倣馬遠  松陰玩月圖  冊頁|Viewing the Moon under a Pine Tree,China,Southern Song dynasty (1127–1279),,,,1161,Artist,After,Ma Yuan,"Chinese, active ca. 1190–1225", ,MA YUAN,Chinese,1190      ,1225      ,,http://vocab.getty.edu/page/ulan/500336940,https://www.wikidata.org/wiki/Q433603,early 13th century,1200,1233,Album leaf; ink and color on silk,10 x 10 in. (25.4 x 25.4 cm),"Rogers Fund, 1923",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36037,https://www.wikidata.org/wiki/Q78996734,,"Metropolitan Museum of Art, New York, NY",Landscapes|Trees,http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300132410,https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q10884
